section_code,subject,course_number,course_name,instructor,credits,term,campus,class_schedule,parking_arrival_date,parking_arrival_time
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:10
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:35
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:30
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:35
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:10
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:05
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:40
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:10
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:40
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:05
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:05
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:40
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:25
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:15
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:10
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:15
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:30
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:00
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:05
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:40
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:35
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:40
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:20
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:35
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:30
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:40
BA2606-SJ01B,BA,2606,Business Decision Analysis II,Rolyne Butler,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:35
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-08,15:05
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-02-05,15:10
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-08,15:25
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-02-05,15:00
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-08,15:15
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-15,15:40
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-15,15:10
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-15,15:10
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-02-05,15:35
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-15,15:10
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-29,15:00
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-15,15:00
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-02-05,15:35
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-29,15:15
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-29,15:35
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-29,15:30
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-15,15:00
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-15,15:35
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-02-05,15:40
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-02-05,15:00
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-08,15:25
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-22,15:40
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-29,15:05
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-02-05,15:10
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-29,15:05
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-08,15:15
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-22,15:05
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-15,15:05
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-29,15:15
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-02-05,15:20
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-29,15:35
BA2611-SJ01B,BA,2611,Business Data Visualization,Dongmin Kim,3,Winter 2026,Saint John,Thursday 4:00-6:50 PM,2026-01-22,15:40
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-26,18:35
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-05,18:25
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:30
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-19,18:35
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:15
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:00
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-26,18:25
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-05,18:10
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-26,18:05
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-02-02,18:40
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:40
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-02-02,18:40
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-02-02,18:10
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-19,18:00
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:05
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-02-02,18:40
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-05,18:35
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:05
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:35
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-26,18:40
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-19,18:15
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:40
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-26,18:40
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:15
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-12,18:00
BA2758-SJ01B,BA,2758,Employment Law,Kelly T. VanBuskirk,3,Winter 2026,Saint John,Monday 7:00-9:50 PM,2026-01-19,18:20
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-08,11:10
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-29,11:10
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-13,10:45
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-08,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-27,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-13,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-06,11:10
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-29,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-22,10:35
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-15,10:35
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-02-05,10:55
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-20,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-20,10:45
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-27,10:45
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-29,11:10
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-29,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-29,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-02-03,11:10
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-02-05,10:45
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-27,11:05
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-27,10:40
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-20,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-02-03,10:45
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-06,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-13,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-27,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-13,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-22,11:00
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-15,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-29,10:40
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-08,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-02-05,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-27,10:35
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-02-05,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-27,10:55
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-22,10:30
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-22,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-29,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-06,11:10
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-15,10:40
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-02-05,11:05
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-27,10:55
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-08,10:45
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-22,10:50
BA2858-SJ01B,BA,2858,Intro to Human Resource Mgmt,Morrie Mendelson,3,Winter 2026,Saint John,"Tuesday, Thursday 11:30 AM-12:50 PM",2026-01-13,11:00
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-07,18:05
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-14,18:15
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-02-04,18:05
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-07,18:15
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-21,18:40
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-21,18:05
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-02-04,18:15
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-07,18:40
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-02-04,18:40
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-28,18:00
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-14,18:40
BA3129-SJ01B,BA,3129,Business Research Methods,Rajendra K. Chaini,3,Winter 2026,Saint John,Wednesday 7:00-9:50 PM,2026-01-28,18:00
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:25
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:40
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:15
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:00
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:30
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:10
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:30
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:20
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-26,15:05
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:05
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:10
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:10
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:30
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:15
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:40
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:15
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:05
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-02-02,15:15
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-12,15:35
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-05,15:20
BA3131-SJ01B,BA,3131,Creative Problem Solving,Gregory Fleet,3,Winter 2026,Saint John,Monday 4:00-6:50 PM,2026-01-19,15:35
BA3133-SJ01B,BA,3133,Business Model Innovation,Gregory Fleet,3,Winter 2026,Saint John,Tuesday 7:00-9:50 PM,2026-01-06,18:05
